d_char,noise_type,seed,d_type,alloy,length,str_step_size,crss
partial,SS-C-noise,18,edge,AlMg10,215.0,7.0,242.5
partial,SS-C-noise,19,edge,AlMg10,215.0,6.0,223.0
partial,SS-C-noise,20,edge,AlMg10,215.0,7.0,209.5
partial,SS-SF-noise,1,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,2,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,3,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,4,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,5,edge,AlMg10,215.0,5.0,248.5
partial,SS-SF-noise,6,edge,AlMg10,215.0,6.0,229.0
partial,SS-SF-noise,7,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,8,edge,AlMg10,215.0,6.0,229.0
partial,SS-SF-noise,9,edge,AlMg10,215.0,7.0,242.5
partial,SS-SF-noise,10,edge,AlMg10,215.0,6.0,229.0
partial,SS-SF-noise,11,edge,AlMg10,215.0,6.0,229.0
partial,SS-SF-noise,12,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,13,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,14,edge,AlMg10,215.0,5.0,253.5
partial,SS-SF-noise,15,edge,AlMg10,215.0,7.0,242.5
partial,SS-SF-noise,16,edge,AlMg10,215.0,7.0,259.5
partial,SS-SF-noise,17,edge,AlMg10,215.0,7.0,235.5
partial,SS-SF-noise,18,edge,AlMg10,215.0,7.0,242.5
partial,SS-SF-noise,19,edge,AlMg10,215.0,7.0,242.5
partial,SS-SF-noise,20,edge,AlMg10,215.0,7.0,242.5
partial,SS-W-noise,1,edge,AlMg10,215.0,7.0,242.5
partial,SS-W-noise,2,edge,AlMg10,215.0,7.0,235.5
partial,SS-W-noise,3,edge,AlMg10,215.0,7.0,235.5
partial,SS-W-noise,4,edge,AlMg10,215.0,5.0,248.5
partial,SS-W-noise,5,edge,AlMg10,215.0,5.0,253.5
partial,SS-W-noise,6,edge,AlMg10,215.0,7.0,235.5
partial,SS-W-noise,7,edge,AlMg10,215.0,7.0,242.5
partial,SS-W-noise,8,edge,AlMg10,215.0,7.0,242.5
partial,SS-W-noise,9,edge,AlMg10,215.0,5.0,253.5
partial,SS-W-noise,10,edge,AlMg10,215.0,7.0,242.5
partial,SS-W-noise,11,edge,AlMg10,215.0,7.0,242.5
partial,SS-W-noise,12,edge,AlMg10,215.0,7.0,235.5
partial,SS-W-noise,13,edge,AlMg10,215.0,5.0,248.5
partial,SS-W-noise,14,edge,AlMg10,215.0,7.0,259.5
partial,SS-W-noise,15,edge,AlMg10,215.0,7.0,259.5
partial,SS-W-noise,16,edge,AlMg10,215.0,5.0,248.5
partial,SS-W-noise,17,edge,AlMg10,215.0,5.0,253.5
partial,SS-W-noise,18,edge,AlMg10,215.0,7.0,259.5
partial,SS-W-noise,19,edge,AlMg10,215.0,7.0,242.5
partial,SS-W-noise,20,edge,AlMg10,215.0,5.0,253.5
partial,W-noise,1,edge,AlMg10,215.0,7.0,59.5
partial,W-noise,2,edge,AlMg10,215.0,5.0,53.5
partial,W-noise,3,edge,AlMg10,215.0,5.0,53.5
partial,W-noise,4,edge,AlMg10,215.0,5.0,48.5
partial,W-noise,5,edge,AlMg10,215.0,7.0,59.5
partial,W-noise,6,edge,AlMg10,215.0,5.0,48.5
partial,W-noise,7,edge,AlMg10,215.0,5.0,53.5
partial,W-noise,8,edge,AlMg10,215.0,5.0,53.5
partial,W-noise,9,edge,AlMg10,215.0,7.0,59.5
partial,W-noise,10,edge,AlMg10,215.0,7.0,59.5
partial,W-noise,11,edge,AlMg10,215.0,5.0,48.5
partial,W-noise,12,edge,AlMg10,215.0,5.0,48.5
partial,W-noise,13,edge,AlMg10,215.0,5.0,53.5
partial,W-noise,14,edge,AlMg10,215.0,5.0,48.5
partial,W-noise,15,edge,AlMg10,215.0,7.0,59.5
partial,W-noise,16,edge,AlMg10,215.0,5.0,53.5
partial,W-noise,17,edge,AlMg10,215.0,7.0,59.5
partial,W-noise,18,edge,AlMg10,215.0,5.0,48.5
partial,W-noise,19,edge,AlMg10,215.0,5.0,48.5
partial,W-noise,20,edge,AlMg10,215.0,5.0,48.5
partial,SF-noise,1,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,2,edge,AlMg15,215.0,7.0,35.5
partial,SF-noise,3,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,4,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,5,edge,AlMg15,215.0,7.0,35.5
partial,SF-noise,6,edge,AlMg15,215.0,7.0,35.5
partial,SF-noise,7,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,8,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,9,edge,AlMg15,215.0,7.0,35.5
partial,SF-noise,10,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,11,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,12,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,13,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,14,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,15,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,16,edge,AlMg15,215.0,7.0,35.5
partial,SF-noise,17,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,18,edge,AlMg15,215.0,7.0,35.5
partial,SF-noise,19,edge,AlMg15,215.0,7.0,42.5
partial,SF-noise,20,edge,AlMg15,215.0,7.0,35.5
partial,SS-C-noise,1,edge,AlMg15,215.0,7.0,285.5
partial,SS-C-noise,2,edge,AlMg15,215.0,7.0,292.5
partial,SS-C-noise,3,edge,AlMg15,215.0,5.0,298.5
partial,SS-C-noise,4,edge,AlMg15,215.0,5.0,303.5
partial,SS-C-noise,5,edge,AlMg15,215.0,6.0,273.0
partial,SS-C-noise,6,edge,AlMg15,215.0,7.0,285.5
partial,SS-C-noise,7,edge,AlMg15,215.0,6.0,279.0
partial,SS-C-noise,8,edge,AlMg15,215.0,6.0,279.0
partial,SS-C-noise,9,edge,AlMg15,215.0,7.0,292.5
partial,SS-C-noise,10,edge,AlMg15,215.0,7.0,292.5
partial,SS-C-noise,11,edge,AlMg15,215.0,7.0,285.5
partial,SS-C-noise,12,edge,AlMg15,215.0,7.0,292.5
partial,SS-C-noise,13,edge,AlMg15,215.0,7.0,266.5
partial,SS-C-noise,14,edge,AlMg15,215.0,7.0,285.5
partial,SS-C-noise,15,edge,AlMg15,215.0,6.0,279.0
partial,SS-C-noise,16,edge,AlMg15,215.0,7.0,266.5
partial,SS-C-noise,17,edge,AlMg15,215.0,7.0,292.5
partial,SS-C-noise,18,edge,AlMg15,215.0,7.0,266.5
partial,SS-C-noise,19,edge,AlMg15,215.0,7.0,259.5
partial,SS-C-noise,20,edge,AlMg15,215.0,7.0,259.5
partial,SS-SF-noise,1,edge,AlMg15,215.0,7.0,309.5
partial,SS-SF-noise,2,edge,AlMg15,215.0,7.0,292.5
partial,SS-SF-noise,3,edge,AlMg15,215.0,7.0,309.5
partial,SS-SF-noise,4,edge,AlMg15,215.0,5.0,298.5
partial,SS-SF-noise,5,edge,AlMg15,215.0,7.0,309.5
partial,SS-SF-noise,6,edge,AlMg15,215.0,7.0,285.5
partial,SS-SF-noise,7,edge,AlMg15,215.0,5.0,298.5
partial,SS-SF-noise,8,edge,AlMg15,215.0,7.0,285.5
partial,SS-SF-noise,9,edge,AlMg15,215.0,5.0,303.5
partial,SS-SF-noise,10,edge,AlMg15,215.0,7.0,292.5
partial,SS-SF-noise,11,edge,AlMg15,215.0,5.0,303.5
partial,SS-SF-noise,12,edge,AlMg15,215.0,5.0,298.5
partial,SS-SF-noise,13,edge,AlMg15,215.0,7.0,292.5
partial,SS-SF-noise,14,edge,AlMg15,215.0,7.0,309.5
partial,SS-SF-noise,15,edge,AlMg15,215.0,7.0,316.5
partial,SS-SF-noise,16,edge,AlMg15,215.0,5.0,303.5
partial,SS-SF-noise,17,edge,AlMg15,215.0,5.0,303.5
partial,SS-SF-noise,18,edge,AlMg15,215.0,5.0,298.5
partial,SS-SF-noise,19,edge,AlMg15,215.0,5.0,298.5
partial,SS-SF-noise,20,edge,AlMg15,215.0,7.0,266.5
partial,SS-W-noise,1,edge,AlMg15,215.0,7.0,309.5
partial,SS-W-noise,2,edge,AlMg15,215.0,7.0,292.5
partial,SS-W-noise,3,edge,AlMg15,215.0,7.0,335.5
partial,SS-W-noise,4,edge,AlMg15,215.0,7.0,316.5
partial,SS-W-noise,5,edge,AlMg15,215.0,6.0,323.0
partial,SS-W-noise,6,edge,AlMg15,215.0,7.0,292.5
partial,SS-W-noise,7,edge,AlMg15,215.0,7.0,309.5
partial,SS-W-noise,8,edge,AlMg15,215.0,5.0,298.5
partial,SS-W-noise,9,edge,AlMg15,215.0,7.0,309.5
partial,SS-W-noise,10,edge,AlMg15,215.0,6.0,329.0
partial,SS-W-noise,11,edge,AlMg15,215.0,5.0,298.5
partial,SS-W-noise,12,edge,AlMg15,215.0,7.0,316.5
partial,SS-W-noise,13,edge,AlMg15,215.0,7.0,309.5
partial,SS-W-noise,14,edge,AlMg15,215.0,7.0,316.5
partial,SS-W-noise,15,edge,AlMg15,215.0,6.0,323.0
partial,SS-W-noise,16,edge,AlMg15,215.0,7.0,309.5
partial,SS-W-noise,17,edge,AlMg15,215.0,5.0,298.5
partial,SS-W-noise,18,edge,AlMg15,215.0,7.0,316.5
partial,SS-W-noise,19,edge,AlMg15,215.0,5.0,303.5
partial,SS-W-noise,20,edge,AlMg15,215.0,7.0,316.5
partial,W-noise,1,edge,AlMg15,215.0,6.0,73.0
partial,W-noise,2,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,3,edge,AlMg15,215.0,7.0,59.5
partial,W-noise,4,edge,AlMg15,215.0,7.0,59.5
partial,W-noise,5,edge,AlMg15,215.0,6.0,73.0
partial,W-noise,6,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,7,edge,AlMg15,215.0,7.0,59.5
partial,W-noise,8,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,9,edge,AlMg15,215.0,6.0,73.0
partial,W-noise,10,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,11,edge,AlMg15,215.0,7.0,59.5
partial,W-noise,12,edge,AlMg15,215.0,7.0,59.5
partial,W-noise,13,edge,AlMg15,215.0,6.0,73.0
partial,W-noise,14,edge,AlMg15,215.0,5.0,53.5
partial,W-noise,15,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,16,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,17,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,18,edge,AlMg15,215.0,7.0,66.5
partial,W-noise,19,edge,AlMg15,215.0,7.0,59.5
partial,W-noise,20,edge,AlMg15,215.0,7.0,59.5
partial,SF-noise,1,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,2,screw,AlMg5,215.0,7.0,35.5
partial,SF-noise,3,screw,AlMg5,215.0,6.0,23.0
partial,SF-noise,4,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,5,screw,AlMg5,215.0,6.0,23.0
partial,SF-noise,6,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,7,screw,AlMg5,215.0,6.0,23.0
partial,SF-noise,8,screw,AlMg5,215.0,7.0,35.5
partial,SF-noise,9,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,10,screw,AlMg5,215.0,7.0,35.5
partial,SF-noise,11,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,12,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,13,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,14,screw,AlMg5,215.0,6.0,23.0
partial,SF-noise,15,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,16,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,17,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,18,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,19,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,20,screw,AlMg5,215.0,6.0,29.0
partial,SS-C-noise,1,screw,AlMg5,215.0,6.0,73.0
partial,SS-C-noise,2,screw,AlMg5,215.0,7.0,66.5
partial,SS-C-noise,3,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,4,screw,AlMg5,215.0,6.0,73.0
partial,SS-C-noise,5,screw,AlMg5,215.0,7.0,66.5
partial,SS-C-noise,6,screw,AlMg5,215.0,6.0,73.0
partial,SS-C-noise,7,screw,AlMg5,215.0,7.0,66.5
partial,SS-C-noise,8,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,9,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,10,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,11,screw,AlMg5,215.0,6.0,73.0
partial,SS-C-noise,12,screw,AlMg5,215.0,5.0,53.5
partial,SS-C-noise,13,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,14,screw,AlMg5,215.0,7.0,66.5
partial,SS-C-noise,15,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,16,screw,AlMg5,215.0,7.0,66.5
partial,SS-C-noise,17,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,18,screw,AlMg5,215.0,7.0,66.5
partial,SS-C-noise,19,screw,AlMg5,215.0,7.0,59.5
partial,SS-C-noise,20,screw,AlMg5,215.0,5.0,48.5
partial,SS-SF-noise,1,screw,AlMg5,215.0,6.0,79.0
partial,SS-SF-noise,2,screw,AlMg5,215.0,7.0,85.5
partial,SS-SF-noise,3,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,4,screw,AlMg5,215.0,6.0,79.0
partial,SS-SF-noise,5,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,6,screw,AlMg5,215.0,6.0,79.0
partial,SS-SF-noise,7,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,8,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,9,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,10,screw,AlMg5,215.0,6.0,79.0
partial,SS-SF-noise,11,screw,AlMg5,215.0,6.0,79.0
partial,SS-SF-noise,12,screw,AlMg5,215.0,6.0,79.0
partial,SS-SF-noise,13,screw,AlMg5,215.0,7.0,66.5
partial,SS-SF-noise,14,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,15,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,16,screw,AlMg5,215.0,7.0,66.5
partial,SS-SF-noise,17,screw,AlMg5,215.0,7.0,66.5
partial,SS-SF-noise,18,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,19,screw,AlMg5,215.0,6.0,73.0
partial,SS-SF-noise,20,screw,AlMg5,215.0,7.0,66.5
partial,SS-W-noise,1,screw,AlMg5,215.0,6.0,79.0
partial,SS-W-noise,2,screw,AlMg5,215.0,7.0,92.5
partial,SS-W-noise,3,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,4,screw,AlMg5,215.0,7.0,66.5
partial,SS-W-noise,5,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,6,screw,AlMg5,215.0,6.0,79.0
partial,SS-W-noise,7,screw,AlMg5,215.0,7.0,66.5
partial,SS-W-noise,8,screw,AlMg5,215.0,7.0,66.5
partial,SS-W-noise,9,screw,AlMg5,215.0,7.0,66.5
partial,SS-W-noise,10,screw,AlMg5,215.0,6.0,79.0
partial,SS-W-noise,11,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,12,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,13,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,14,screw,AlMg5,215.0,6.0,79.0
partial,SS-W-noise,15,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,16,screw,AlMg5,215.0,7.0,66.5
partial,SS-W-noise,17,screw,AlMg5,215.0,7.0,66.5
partial,SS-W-noise,18,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,19,screw,AlMg5,215.0,6.0,73.0
partial,SS-W-noise,20,screw,AlMg5,215.0,6.0,73.0
partial,W-noise,1,screw,AlMg5,215.0,6.0,29.0
partial,W-noise,2,screw,AlMg5,215.0,6.0,29.0
partial,W-noise,3,screw,AlMg5,215.0,7.0,35.5
partial,W-noise,4,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,5,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,6,screw,AlMg5,215.0,7.0,35.5
partial,W-noise,7,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,8,screw,AlMg5,215.0,7.0,35.5
partial,W-noise,9,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,10,screw,AlMg5,215.0,7.0,35.5
partial,W-noise,11,screw,AlMg5,215.0,6.0,29.0
partial,W-noise,12,screw,AlMg5,215.0,7.0,35.5
partial,W-noise,13,screw,AlMg5,215.0,7.0,35.5
partial,W-noise,14,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,15,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,16,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,17,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,18,screw,AlMg5,215.0,6.0,23.0
partial,W-noise,19,screw,AlMg5,215.0,6.0,29.0
partial,W-noise,20,screw,AlMg5,215.0,6.0,29.0
partial,SF-noise,1,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,2,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,3,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,4,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,5,screw,AlMg10,215.0,7.0,35.5
partial,SF-noise,6,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,7,screw,AlMg10,215.0,6.0,29.0
partial,SF-noise,8,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,9,screw,AlMg10,215.0,5.0,48.5
partial,SF-noise,10,screw,AlMg10,215.0,5.0,48.5
partial,SF-noise,11,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,12,screw,AlMg10,215.0,7.0,35.5
partial,SF-noise,13,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,14,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,15,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,16,screw,AlMg10,215.0,7.0,35.5
partial,SF-noise,17,screw,AlMg10,215.0,7.0,35.5
partial,SF-noise,18,screw,AlMg10,215.0,7.0,42.5
partial,SF-noise,19,screw,AlMg10,215.0,7.0,35.5
partial,SF-noise,20,screw,AlMg10,215.0,5.0,48.5
partial,SS-C-noise,1,screw,AlMg10,215.0,6.0,123.0
partial,SS-C-noise,2,screw,AlMg10,215.0,5.0,103.5
partial,SS-C-noise,3,screw,AlMg10,215.0,5.0,103.5
partial,SS-C-noise,4,screw,AlMg10,215.0,6.0,123.0
partial,SS-C-noise,5,screw,AlMg10,215.0,5.0,98.5
partial,SS-C-noise,6,screw,AlMg10,215.0,7.0,116.5
partial,SS-C-noise,7,screw,AlMg10,215.0,5.0,103.5
partial,SS-C-noise,8,screw,AlMg10,215.0,5.0,98.5
partial,SS-C-noise,9,screw,AlMg10,215.0,7.0,92.5
partial,SS-C-noise,10,screw,AlMg10,215.0,5.0,98.5
partial,SS-C-noise,11,screw,AlMg10,215.0,5.0,98.5
partial,SS-C-noise,12,screw,AlMg10,215.0,5.0,103.5
partial,SS-C-noise,13,screw,AlMg10,215.0,5.0,98.5
partial,SS-C-noise,14,screw,AlMg10,215.0,5.0,98.5
partial,SS-C-noise,15,screw,AlMg10,215.0,5.0,103.5
partial,SS-C-noise,16,screw,AlMg10,215.0,5.0,98.5
partial,SS-C-noise,17,screw,AlMg10,215.0,7.0,116.5
partial,SS-C-noise,18,screw,AlMg10,215.0,7.0,109.5
partial,SS-C-noise,19,screw,AlMg10,215.0,5.0,103.5
partial,SS-C-noise,20,screw,AlMg10,215.0,7.0,92.5
partial,SS-SF-noise,1,screw,AlMg10,215.0,6.0,129.0
partial,SS-SF-noise,2,screw,AlMg10,215.0,7.0,135.5
partial,SS-SF-noise,3,screw,AlMg10,215.0,6.0,129.0
partial,SS-SF-noise,4,screw,AlMg10,215.0,7.0,116.5
partial,SS-SF-noise,5,screw,AlMg10,215.0,7.0,135.5
partial,SS-SF-noise,6,screw,AlMg10,215.0,7.0,109.5
partial,SS-SF-noise,7,screw,AlMg10,215.0,6.0,129.0
partial,SS-SF-noise,8,screw,AlMg10,215.0,7.0,116.5
partial,SS-SF-noise,9,screw,AlMg10,215.0,7.0,116.5
partial,SS-SF-noise,10,screw,AlMg10,215.0,6.0,123.0
partial,SS-SF-noise,11,screw,AlMg10,215.0,7.0,109.5
partial,SS-SF-noise,12,screw,AlMg10,215.0,7.0,135.5
partial,SS-SF-noise,13,screw,AlMg10,215.0,7.0,116.5
partial,SS-SF-noise,14,screw,AlMg10,215.0,6.0,123.0
partial,SS-SF-noise,15,screw,AlMg10,215.0,6.0,123.0
partial,SS-SF-noise,16,screw,AlMg10,215.0,6.0,123.0
partial,SS-SF-noise,17,screw,AlMg10,215.0,7.0,116.5
partial,SS-SF-noise,18,screw,AlMg10,215.0,7.0,116.5
partial,SS-SF-noise,19,screw,AlMg10,215.0,6.0,123.0
partial,SS-SF-noise,20,screw,AlMg10,215.0,7.0,109.5
partial,SS-W-noise,1,screw,AlMg10,215.0,6.0,129.0
partial,SS-W-noise,2,screw,AlMg10,215.0,6.0,123.0
partial,SS-W-noise,3,screw,AlMg10,215.0,7.0,135.5
partial,SS-W-noise,4,screw,AlMg10,215.0,7.0,116.5
partial,SS-W-noise,5,screw,AlMg10,215.0,7.0,116.5
partial,SS-W-noise,6,screw,AlMg10,215.0,7.0,116.5
partial,SS-W-noise,7,screw,AlMg10,215.0,7.0,109.5
partial,SS-W-noise,8,screw,AlMg10,215.0,6.0,129.0
partial,SS-W-noise,9,screw,AlMg10,215.0,7.0,109.5
partial,SS-W-noise,10,screw,AlMg10,215.0,7.0,135.5
partial,SS-W-noise,11,screw,AlMg10,215.0,6.0,129.0
partial,SS-W-noise,12,screw,AlMg10,215.0,6.0,123.0
partial,SS-W-noise,13,screw,AlMg10,215.0,7.0,116.5
partial,SS-W-noise,14,screw,AlMg10,215.0,6.0,123.0
partial,SS-W-noise,15,screw,AlMg10,215.0,7.0,116.5
partial,SS-W-noise,16,screw,AlMg10,215.0,7.0,116.5
partial,SS-W-noise,17,screw,AlMg10,215.0,5.0,153.5
partial,SS-W-noise,18,screw,AlMg10,215.0,6.0,123.0
partial,SS-W-noise,19,screw,AlMg10,215.0,7.0,116.5
partial,SS-W-noise,20,screw,AlMg10,215.0,6.0,123.0
partial,W-noise,1,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,2,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,3,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,4,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,5,screw,AlMg10,215.0,5.0,53.5
partial,W-noise,6,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,7,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,8,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,9,screw,AlMg10,215.0,7.0,35.5
partial,W-noise,10,screw,AlMg10,215.0,5.0,53.5
partial,W-noise,11,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,12,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,13,screw,AlMg10,215.0,5.0,48.5
partial,W-noise,14,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,15,screw,AlMg10,215.0,6.0,29.0
partial,W-noise,16,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,17,screw,AlMg10,215.0,7.0,35.5
partial,W-noise,18,screw,AlMg10,215.0,7.0,42.5
partial,W-noise,19,screw,AlMg10,215.0,5.0,53.5
partial,W-noise,20,screw,AlMg10,215.0,7.0,35.5
partial,SF-noise,1,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,2,screw,AlMg15,215.0,5.0,53.5
partial,SF-noise,3,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,4,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,5,screw,AlMg15,215.0,5.0,53.5
partial,SF-noise,6,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,7,screw,AlMg15,215.0,5.0,53.5
partial,SF-noise,8,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,9,screw,AlMg15,215.0,7.0,42.5
partial,SF-noise,10,screw,AlMg15,215.0,5.0,53.5
partial,SF-noise,11,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,12,screw,AlMg15,215.0,7.0,42.5
partial,SF-noise,13,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,14,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,15,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,16,screw,AlMg15,215.0,7.0,42.5
partial,SF-noise,17,screw,AlMg15,215.0,7.0,42.5
partial,SF-noise,18,screw,AlMg15,215.0,7.0,42.5
partial,SF-noise,19,screw,AlMg15,215.0,5.0,48.5
partial,SF-noise,20,screw,AlMg15,215.0,5.0,48.5
partial,SS-C-noise,1,screw,AlMg15,215.0,5.0,153.5
partial,SS-C-noise,2,screw,AlMg15,215.0,7.0,109.5
partial,SS-C-noise,3,screw,AlMg15,215.0,6.0,129.0
partial,SS-C-noise,4,screw,AlMg15,215.0,7.0,142.5
partial,SS-C-noise,5,screw,AlMg15,215.0,6.0,129.0
partial,SS-C-noise,6,screw,AlMg15,215.0,7.0,135.5
partial,SS-C-noise,7,screw,AlMg15,215.0,6.0,123.0
partial,SS-C-noise,8,screw,AlMg15,215.0,6.0,123.0
partial,SS-C-noise,9,screw,AlMg15,215.0,7.0,135.5
partial,SS-C-noise,10,screw,AlMg15,215.0,6.0,123.0
partial,SS-C-noise,11,screw,AlMg15,215.0,6.0,129.0
partial,SS-C-noise,12,screw,AlMg15,215.0,6.0,129.0
partial,SS-C-noise,13,screw,AlMg15,215.0,5.0,148.5
partial,SS-C-noise,14,screw,AlMg15,215.0,6.0,123.0
partial,SS-C-noise,15,screw,AlMg15,215.0,7.0,135.5
partial,SS-C-noise,16,screw,AlMg15,215.0,7.0,142.5
partial,SS-C-noise,17,screw,AlMg15,215.0,7.0,135.5
partial,SS-C-noise,18,screw,AlMg15,215.0,7.0,142.5
partial,SS-C-noise,19,screw,AlMg15,215.0,6.0,123.0
partial,SS-C-noise,20,screw,AlMg15,215.0,6.0,123.0
partial,SS-SF-noise,1,screw,AlMg15,215.0,7.0,159.5
partial,SS-SF-noise,2,screw,AlMg15,215.0,6.0,179.0
partial,SS-SF-noise,3,screw,AlMg15,215.0,5.0,148.5
partial,SS-SF-noise,4,screw,AlMg15,215.0,5.0,153.5
partial,SS-SF-noise,5,screw,AlMg15,215.0,7.0,159.5
partial,SS-SF-noise,6,screw,AlMg15,215.0,5.0,148.5
partial,SS-SF-noise,7,screw,AlMg15,215.0,5.0,153.5
partial,SS-SF-noise,8,screw,AlMg15,215.0,7.0,159.5
partial,SS-SF-noise,9,screw,AlMg15,215.0,5.0,153.5
partial,SS-SF-noise,10,screw,AlMg15,215.0,5.0,153.5
partial,SS-SF-noise,11,screw,AlMg15,215.0,7.0,142.5
partial,SS-SF-noise,12,screw,AlMg15,215.0,6.0,173.0
partial,SS-SF-noise,13,screw,AlMg15,215.0,6.0,173.0
partial,SS-SF-noise,14,screw,AlMg15,215.0,7.0,142.5
partial,SS-SF-noise,15,screw,AlMg15,215.0,5.0,148.5
partial,SS-SF-noise,16,screw,AlMg15,215.0,7.0,142.5
